Player,Nation,Pos,is_gk,is_df,is_mf,is_fw,Season,Squad,Age,Starts,Min,90s,xG.1,xAG.1,xG+xAG,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jaïro Riedewald,NED,"MF,FW",0,0,1,1,2023-2024,Crystal Palace,26,2,235,2.6,0.01,0.0,0.01,53.08,1.15,8.85,30.38,14.23,2.31,53.08,1.15,0.38,12.81,0.77,25.65,24.23,93.46,30.38,1.15,0.0,0.77,1.54,0.77,32.31,1.15
Matt Ritchie,SCO,"FW,MF",0,0,1,1,2023-2024,Newcastle Utd,33,0,128,1.4,0.68,0.0,0.68,89.29,4.29,18.57,30.0,40.71,6.43,89.29,1.43,0.0,0.0,0.71,35.71,41.43,209.29,114.29,3.57,3.57,1.43,2.14,0.71,60.71,9.29
Connor Roberts,WAL,DF,0,1,0,0,2023-2024,Burnley,27,8,823,9.1,0.0,0.02,0.02,61.21,3.08,20.0,28.46,13.19,0.66,61.21,0.22,0.0,0.0,0.22,10.99,33.96,127.8,68.13,0.66,1.1,0.0,0.33,0.11,39.34,1.43
Andrew Robertson,SCO,DF,0,1,0,0,2023-2024,Liverpool,29,18,1693,18.8,0.1,0.29,0.39,91.12,3.56,20.59,41.97,29.15,2.93,91.12,0.9,0.27,1.56,0.64,3.76,52.07,245.9,140.32,3.35,2.13,0.32,0.96,0.32,61.7,6.91
Antonee Robinson,USA,DF,0,1,0,0,2023-2024,Fulham,25,37,3265,36.3,0.02,0.11,0.13,69.86,4.55,25.62,26.91,18.18,1.74,69.86,2.23,1.02,1.26,0.96,1.19,34.9,207.91,110.3,2.73,1.93,0.25,1.29,0.44,37.91,5.34
Jack Robinson,ENG,DF,0,1,0,0,2023-2024,Sheffield Utd,29,31,2885,32.1,0.04,0.04,0.08,48.82,7.32,24.7,18.88,5.51,0.97,48.82,0.34,0.16,1.42,0.09,0.85,21.37,92.09,44.89,0.25,0.19,0.06,0.56,0.16,24.49,0.44
Rodri,ESP,MF,0,0,1,0,2023-2024,Manchester City,27,34,2931,32.6,0.12,0.12,0.24,122.33,3.5,20.37,71.69,31.07,2.45,122.33,1.96,1.29,2.01,0.43,0.67,77.09,355.06,196.56,2.33,2.7,0.37,0.71,0.98,99.45,1.69
Jay Rodriguez,ENG,FW,0,0,0,1,2023-2024,Burnley,34,7,822,9.1,0.38,0.02,0.4,34.51,1.21,5.27,18.13,11.1,2.64,34.4,0.99,0.66,7.33,0.33,3.66,16.7,48.46,15.05,0.22,0.33,0.11,2.2,0.55,24.73,3.08
Mads Roerslev,DEN,DF,0,1,0,0,2023-2024,Brentford,24,22,1985,22.1,0.04,0.08,0.12,43.71,4.48,16.38,15.48,12.13,1.04,43.71,1.27,0.5,1.78,0.68,2.43,20.27,89.82,39.1,0.81,0.54,0.27,1.04,0.68,23.53,4.07
Morgan Rogers,ENG,"MF,FW",0,0,1,1,2023-2024,Aston Villa,21,8,638,7.1,0.19,0.09,0.28,40.7,1.41,9.3,18.45,13.8,3.24,40.7,4.65,2.39,7.25,1.69,5.13,21.13,152.68,79.3,3.1,1.55,0.85,2.39,1.55,26.06,4.23
Cristian Romero,ARG,DF,0,1,0,0,2023-2024,Tottenham,25,33,2790,31.0,0.11,0.01,0.13,94.29,11.52,40.45,48.19,6.39,1.06,94.29,0.26,0.16,2.02,0.03,0.4,63.13,301.9,194.39,1.03,1.35,0.0,0.39,0.13,66.81,0.26
Joe Rothwell,ENG,MF,0,0,1,0,2023-2024,Bournemouth,28,3,386,4.3,0.02,0.06,0.08,58.37,1.86,11.4,34.19,13.02,0.23,58.37,3.02,1.63,12.51,0.93,7.16,32.56,200.47,101.63,1.4,0.93,0.0,1.16,0.47,36.05,0.7
Pelly Ruddock Mpanzu,COD,MF,0,0,1,0,2023-2024,Luton Town,30,11,1101,12.2,0.05,0.04,0.09,39.43,2.46,9.34,19.67,10.66,1.23,39.43,1.31,0.74,4.61,0.49,3.07,19.26,78.77,30.98,0.82,0.57,0.41,0.98,1.31,22.13,1.23
José Sá,POR,GK,1,0,0,0,2023-2024,Wolves,30,35,3037,33.7,0.0,0.0,0.0,35.55,31.13,35.28,0.24,0.03,0.0,35.55,0.09,0.09,2.97,0.0,0.0,20.09,138.34,92.91,0.0,0.03,0.03,0.03,0.03,14.27,0.0
Dominic Sadi,ENG,FW,0,0,0,1,2023-2024,Bournemouth,19,0,1,0.0,0.0,0.0,0.0,inf,,,inf,,,inf,,,,,,inf,inf,,,,,,,inf,
Bukayo Saka,ENG,FW,0,0,0,1,2023-2024,Arsenal,21,35,2919,32.4,0.48,0.32,0.8,60.25,1.14,5.62,14.63,40.43,8.36,60.06,3.77,1.51,1.24,1.67,1.37,37.75,221.6,115.06,4.78,2.1,2.22,1.73,1.64,42.99,15.68
Mohamed Salah,EGY,FW,0,0,0,1,2023-2024,Liverpool,31,28,2534,28.2,0.75,0.42,1.17,48.19,0.14,1.67,16.31,30.71,8.55,47.94,2.73,0.96,1.24,1.74,2.26,34.65,188.26,92.7,3.48,1.91,2.34,2.73,2.09,39.57,12.09
William Saliba,FRA,DF,0,1,0,0,2023-2024,Arsenal,22,38,3420,38.0,0.04,0.01,0.05,81.39,5.87,32.61,45.26,3.74,0.39,81.39,0.39,0.26,1.76,0.11,0.7,52.42,236.89,136.87,0.42,0.58,0.03,0.58,0.34,60.45,0.16
Albert Sambi Lokonga,BEL,MF,0,0,1,0,2023-2024,Luton Town,23,16,1303,14.5,0.04,0.1,0.14,62.0,3.72,15.38,35.38,11.72,0.76,62.0,1.52,0.76,3.45,0.48,2.19,36.41,208.69,117.66,2.0,1.31,0.14,0.83,0.76,41.17,0.9
Davinson Sánchez,COL,DF,0,1,0,0,2023-2024,Tottenham,27,0,77,0.9,0.14,0.0,0.14,92.22,8.89,26.67,50.0,15.56,1.11,92.22,0.0,0.0,,0.0,,75.56,264.44,88.89,0.0,2.22,0.0,1.11,0.0,73.33,0.0
Robert Sánchez,ESP,GK,1,0,0,0,2023-2024,Chelsea,25,16,1433,15.9,0.0,0.0,0.0,40.82,35.28,40.5,0.31,0.0,0.0,40.82,0.0,0.0,,0.0,,24.65,118.87,71.07,0.0,0.0,0.0,0.06,0.0,22.64,0.0
Jadon Sancho,ENG,"FW,MF",0,0,1,1,2023-2024,Manchester Utd,23,0,79,0.9,0.0,0.06,0.06,56.67,4.44,13.33,20.0,28.89,6.67,56.67,7.78,3.33,47.67,3.33,47.67,42.22,331.11,213.33,11.11,5.56,5.56,0.0,2.22,37.78,5.56
Ibrahim Sangaré,CIV,MF,0,0,1,0,2023-2024,Nott'ham Forest,25,13,1035,11.5,0.06,0.03,0.09,48.17,3.13,15.3,25.13,8.0,1.04,48.17,1.04,0.52,4.35,0.52,4.35,24.26,106.0,46.26,0.43,0.35,0.0,0.87,0.7,28.43,0.61
Andrey Santos,BRA,MF,0,0,1,0,2023-2024,Nott'ham Forest,19,0,8,0.1,0.64,0.0,0.64,100.0,10.0,30.0,30.0,40.0,0.0,100.0,10.0,0.0,0.0,10.0,1000.0,20.0,150.0,130.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
Pablo Sarabia,ESP,"MF,FW",0,0,1,1,2023-2024,Wolves,31,20,1745,19.4,0.28,0.3,0.59,60.41,0.67,7.06,28.45,25.52,2.84,60.31,2.22,0.88,2.04,1.13,2.64,35.41,170.31,77.37,2.11,2.68,0.46,2.11,1.19,42.37,7.06
Dane Scarlett,ENG,FW,0,0,0,1,2023-2024,Tottenham,19,0,22,0.2,0.0,0.0,0.0,55.0,0.0,0.0,25.0,30.0,10.0,55.0,15.0,0.0,0.0,10.0,333.5,50.0,160.0,10.0,0.0,0.0,5.0,25.0,0.0,55.0,20.0
Kevin Schade,GER,"FW,MF",0,0,1,1,2023-2024,Brentford,21,3,333,3.7,0.32,0.19,0.52,40.0,0.81,4.59,15.95,19.73,5.14,40.0,3.78,0.54,3.86,2.7,19.3,22.7,170.54,76.49,2.16,0.81,1.35,3.78,1.62,26.49,6.22
Fabian Schär,SUI,DF,0,1,0,0,2023-2024,Newcastle Utd,31,35,3054,33.9,0.07,0.02,0.1,73.24,10.59,38.47,31.27,4.13,1.18,73.24,0.65,0.38,1.74,0.24,1.07,43.95,235.22,146.93,0.83,1.24,0.03,0.5,0.35,49.47,0.59
Jeffrey Schlupp,GHA,"FW,MF",0,0,1,1,2023-2024,Crystal Palace,30,17,1352,15.0,0.12,0.15,0.27,35.73,1.47,7.33,16.6,12.33,1.8,35.73,2.73,1.13,2.77,1.33,3.25,19.2,91.47,41.73,1.33,0.67,0.4,2.73,1.53,22.53,3.47
Alex Scott,ENG,MF,0,0,1,0,2023-2024,Bournemouth,19,11,1014,11.3,0.06,0.15,0.22,54.16,2.92,10.62,26.11,19.2,2.57,54.16,3.27,1.15,3.11,1.77,4.79,29.2,191.68,99.91,2.12,1.86,0.88,1.5,0.97,31.95,3.1
Matz Sels,BEL,GK,1,0,0,0,2023-2024,Nott'ham Forest,31,16,1440,16.0,0.0,0.0,0.0,25.56,20.88,25.25,0.31,0.0,0.0,25.56,0.0,0.0,,0.0,,13.31,71.69,41.19,0.0,0.0,0.0,0.0,0.0,11.12,0.0
Nélson Semedo,POR,"DF,MF",0,1,1,0,2023-2024,Wolves,29,36,3084,34.3,0.04,0.05,0.09,65.1,3.97,21.66,28.95,15.39,1.08,65.1,2.62,1.49,1.65,0.85,0.94,36.06,223.03,126.06,3.0,1.84,0.41,1.66,1.05,40.12,4.37
Antoine Semenyo,GHA,FW,0,0,0,1,2023-2024,Bournemouth,23,25,2105,23.4,0.2,0.14,0.34,43.38,1.32,5.85,16.03,22.48,5.3,43.38,4.96,2.14,1.84,2.35,2.03,26.11,220.34,105.85,3.8,2.18,1.79,2.48,2.26,29.53,8.03
Marcos Senesi,ARG,DF,0,1,0,0,2023-2024,Bournemouth,26,26,2242,24.9,0.08,0.07,0.15,64.82,7.39,29.84,30.6,5.18,0.8,64.82,0.8,0.44,2.21,0.32,1.61,36.55,192.33,124.42,1.24,1.37,0.12,0.76,0.44,38.15,0.16
Luke Shaw,ENG,DF,0,1,0,0,2023-2024,Manchester Utd,28,12,959,10.7,0.0,0.09,0.1,70.47,7.57,26.45,30.47,13.83,1.12,70.47,1.03,0.65,5.94,0.37,3.4,37.2,173.27,77.76,0.93,1.03,0.09,1.31,0.56,40.65,2.8
James Shea,ENG,GK,1,0,0,0,2023-2024,Luton Town,32,0,15,0.2,0.0,0.0,0.0,55.0,40.0,55.0,0.0,0.0,0.0,55.0,0.0,0.0,,0.0,,15.0,145.0,130.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
Bernardo Silva,POR,"MF,FW",0,0,1,1,2023-2024,Manchester City,28,29,2578,28.6,0.13,0.27,0.4,76.71,1.36,8.57,31.64,36.89,5.1,76.71,2.13,1.33,2.18,0.73,1.2,52.45,295.45,158.88,4.9,2.59,1.29,1.5,1.19,61.43,9.09
Fábio Silva,POR,FW,0,0,0,1,2023-2024,Wolves,21,3,264,2.9,0.35,0.07,0.42,40.69,1.38,8.28,18.97,15.17,4.14,40.69,2.76,0.69,8.62,1.72,21.55,22.76,150.69,64.14,1.72,1.72,0.34,4.14,1.38,23.79,4.48
Thiago Silva,BRA,DF,0,1,0,0,2023-2024,Chelsea,38,28,2527,28.1,0.03,0.04,0.06,90.71,14.16,45.55,42.63,2.81,0.85,90.71,0.14,0.07,1.78,0.0,0.0,57.76,244.2,137.62,0.07,0.39,0.0,0.25,0.04,67.3,0.18
Luis Sinisterra,COL,"FW,MF",0,0,1,1,2023-2024,Bournemouth,24,7,699,7.8,0.33,0.31,0.64,55.13,1.41,8.08,17.18,31.03,10.64,55.13,6.28,3.72,7.59,2.31,4.71,34.23,268.97,153.21,6.54,2.56,4.49,3.08,1.28,39.62,10.9
Oliver Skipp,ENG,"MF,DF",0,1,1,0,2023-2024,Tottenham,22,5,707,7.9,0.09,0.07,0.16,56.71,1.77,11.39,32.53,12.91,1.65,56.71,0.38,0.25,8.44,0.13,4.22,28.61,105.19,50.51,1.01,0.51,0.13,1.14,0.76,40.38,3.16
Adam Smith,ENG,DF,0,1,0,0,2023-2024,Bournemouth,32,25,2150,23.9,0.0,0.05,0.06,51.42,3.85,16.9,22.47,12.34,0.46,51.42,0.63,0.17,1.12,0.33,2.23,21.8,102.72,42.76,1.0,0.92,0.13,0.59,0.29,24.27,1.17
Emile Smith Rowe,ENG,MF,0,0,1,0,2023-2024,Arsenal,23,3,353,3.9,0.5,0.06,0.56,64.87,0.26,5.38,27.18,32.56,4.87,64.87,1.79,0.77,11.0,0.77,11.0,39.49,212.05,121.03,2.82,2.05,0.26,1.54,1.03,48.46,4.62
Cédric Soares,POR,DF,0,1,0,0,2023-2024,Arsenal,31,0,62,0.7,0.0,0.0,0.0,98.57,0.0,14.29,67.14,17.14,0.0,98.57,0.0,0.0,,0.0,,52.86,198.57,98.57,0.0,0.0,0.0,0.0,0.0,80.0,8.57
Dominic Solanke,ENG,FW,0,0,0,1,2023-2024,Bournemouth,25,37,3325,36.9,0.53,0.08,0.61,28.97,1.54,3.06,11.54,14.82,5.85,28.89,2.87,1.06,1.0,1.63,1.53,16.23,106.26,38.48,1.41,0.65,0.73,3.69,2.2,19.62,4.99
Manor Solomon,ISR,FW,0,0,0,1,2023-2024,Tottenham,24,2,199,2.2,0.19,0.38,0.56,56.82,0.45,6.36,13.18,37.73,9.09,56.82,7.73,4.55,26.73,3.18,18.73,41.82,315.91,183.64,7.73,3.64,4.09,2.27,0.91,41.82,20.0
Tomáš Souček,CZE,MF,0,0,1,0,2023-2024,West Ham,28,34,2870,31.9,0.21,0.05,0.26,42.01,5.83,14.29,20.47,7.34,2.26,42.01,0.34,0.13,1.14,0.22,1.99,16.71,58.59,18.68,0.22,0.41,0.06,0.63,0.38,21.22,1.22
Vinicius Souza,BRA,MF,0,0,1,0,2023-2024,Sheffield Utd,24,29,2668,29.6,0.02,0.01,0.03,46.66,4.22,16.52,23.85,6.76,1.18,46.66,1.01,0.57,1.92,0.37,1.24,19.63,91.11,33.38,0.27,0.2,0.17,1.11,0.84,24.05,0.71
Jason Steele,ENG,GK,1,0,0,0,2023-2024,Brighton,32,17,1530,17.0,0.0,0.0,0.0,41.82,37.06,41.53,0.29,0.0,0.0,41.82,0.0,0.0,,0.0,,28.82,112.47,57.47,0.0,0.0,0.0,0.0,0.0,27.94,0.0
Raheem Sterling,ENG,"FW,MF",0,0,1,1,2023-2024,Chelsea,28,22,1978,22.0,0.29,0.2,0.5,46.32,0.36,3.5,14.73,29.0,7.59,46.32,6.0,2.05,1.55,3.18,2.41,33.82,232.41,139.23,5.45,2.32,2.95,2.45,2.0,37.32,11.0
John Stones,ENG,"DF,MF",0,1,1,0,2023-2024,Manchester City,29,12,1064,11.8,0.09,0.02,0.11,76.86,4.58,20.25,41.02,16.02,0.85,76.86,0.51,0.08,1.42,0.34,5.65,50.51,281.27,139.49,1.36,2.03,0.08,0.42,0.51,62.88,2.03
Thomas Strakosha,ALB,GK,1,0,0,0,2023-2024,Brentford,28,1,135,1.5,0.0,0.0,0.0,50.0,41.33,49.33,0.67,0.0,0.0,50.0,0.0,0.0,,0.0,,23.33,104.0,58.67,0.0,0.0,0.0,0.0,0.0,21.33,0.0
Dominik Szoboszlai,HUN,MF,0,0,1,0,2023-2024,Liverpool,22,25,2104,23.4,0.16,0.25,0.4,77.01,1.54,10.21,37.09,30.68,3.03,77.01,2.39,1.03,1.83,1.15,2.06,44.57,233.97,123.08,3.21,2.86,0.94,1.15,1.15,52.91,6.84
Matt Targett,ENG,DF,0,1,0,0,2023-2024,Newcastle Utd,27,1,78,0.9,0.0,0.03,0.03,56.67,1.11,24.44,27.78,5.56,0.0,56.67,2.22,0.0,0.0,1.11,55.56,37.78,170.0,101.11,1.11,1.11,0.0,0.0,0.0,36.67,0.0
James Tarkowski,ENG,DF,0,1,0,0,2023-2024,Everton,30,38,3419,38.0,0.07,0.06,0.13,53.0,9.26,26.32,22.32,4.71,2.21,53.0,0.53,0.42,2.11,0.11,0.53,24.16,131.84,80.87,0.39,0.32,0.0,0.42,0.42,28.32,0.53
Jimi Tauriainen,ENG,FW,0,0,0,1,2023-2024,Chelsea,19,0,1,0.0,0.0,0.0,0.0,inf,inf,inf,,,,inf,,,,,,,,,,,,,,,
Nuno Tavares,POR,DF,0,1,0,0,2023-2024,Nott'ham Forest,23,5,457,5.1,0.03,0.1,0.13,67.25,3.92,23.14,24.12,21.37,1.18,67.25,1.76,1.18,13.08,0.59,6.53,32.55,184.31,110.59,2.75,2.35,0.39,1.96,0.78,36.47,2.35
Marcus Tavernier,ENG,FW,0,0,0,1,2023-2024,Bournemouth,24,25,2118,23.5,0.17,0.22,0.39,53.02,1.45,7.74,17.19,29.19,4.0,53.02,4.51,1.87,1.77,2.34,2.21,29.49,212.55,102.6,3.36,3.49,1.06,2.26,1.74,32.55,7.28
Charlie Taylor,ENG,DF,0,1,0,0,2023-2024,Burnley,29,25,2331,25.9,0.01,0.05,0.06,59.54,4.44,19.42,26.22,14.29,0.69,59.54,0.66,0.35,2.04,0.23,1.36,27.92,125.83,57.8,1.39,0.69,0.19,0.69,0.39,33.24,3.13
Kenny Tete,NED,DF,0,1,0,0,2023-2024,Fulham,27,10,867,9.6,0.09,0.04,0.13,67.4,4.17,22.4,28.96,16.77,1.15,67.4,2.08,0.94,4.69,1.04,5.21,31.56,145.83,67.71,2.08,1.56,0.21,1.04,0.31,38.12,3.96
Luke Thomas,ENG,DF,0,1,0,0,2023-2024,Sheffield Utd,22,11,917,10.2,0.05,0.0,0.06,42.16,3.33,15.69,18.43,8.63,1.08,42.16,0.98,0.49,4.9,0.39,3.92,18.73,78.73,38.33,0.78,0.69,0.1,1.08,0.49,22.55,2.16
Youri Tielemans,BEL,"MF,FW",0,0,1,1,2023-2024,Aston Villa,26,17,1622,18.0,0.07,0.14,0.21,60.89,2.5,11.94,32.72,16.61,1.5,60.89,1.61,0.83,2.87,0.56,1.92,35.28,159.56,75.61,1.28,1.5,0.39,0.94,1.22,42.56,2.56
Jurriën Timber,NED,DF,0,1,0,0,2023-2024,Arsenal,22,1,71,0.8,0.0,0.0,0.0,98.75,0.0,13.75,63.75,21.25,1.25,98.75,1.25,1.25,125.0,0.0,0.0,76.25,311.25,151.25,0.0,3.75,0.0,0.0,1.25,76.25,6.25
Harry Toffolo,ENG,DF,0,1,0,0,2023-2024,Nott'ham Forest,27,15,1459,16.2,0.1,0.1,0.2,45.99,4.32,17.47,18.27,10.62,0.74,45.99,0.19,0.06,2.06,0.12,4.12,16.79,59.63,29.32,0.62,0.43,0.06,0.43,0.31,21.17,2.1
Takehiro Tomiyasu,JPN,DF,0,1,0,0,2023-2024,Arsenal,24,10,1149,12.8,0.12,0.03,0.15,64.38,2.89,15.0,30.39,19.38,2.42,64.38,0.94,0.31,2.6,0.55,4.55,36.64,168.59,83.12,1.33,1.09,0.23,1.02,0.23,40.62,2.89
James Tomkins,ENG,DF,0,1,0,0,2023-2024,Crystal Palace,34,0,10,0.1,0.0,0.0,0.0,250.0,20.0,110.0,120.0,20.0,0.0,250.0,0.0,0.0,,0.0,,80.0,260.0,120.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0
Sandro Tonali,ITA,MF,0,0,1,0,2023-2024,Newcastle Utd,23,5,438,4.9,0.13,0.13,0.26,62.65,1.02,12.24,36.53,14.29,1.63,62.65,1.22,0.61,10.2,0.41,6.8,38.98,196.94,83.47,2.24,0.82,0.2,0.82,0.41,52.45,4.29
Ivan Toney,ENG,FW,0,0,0,1,2023-2024,Brentford,27,16,1450,16.1,0.37,0.09,0.46,38.51,1.24,4.6,17.45,16.96,4.16,38.51,1.43,0.62,2.7,0.62,2.7,22.24,101.43,50.25,1.43,1.06,0.81,3.66,1.06,28.88,6.09
Pau Torres,ESP,DF,0,1,0,0,2023-2024,Aston Villa,26,27,2464,27.4,0.04,0.02,0.05,72.45,10.26,36.09,31.86,5.15,0.8,72.45,1.02,0.62,2.22,0.33,1.17,51.02,329.89,215.95,1.53,1.53,0.0,0.33,0.47,53.14,0.58
Andros Townsend,ENG,"MF,FW",0,0,1,1,2023-2024,Luton Town,32,14,1210,13.4,0.09,0.1,0.19,43.43,1.57,6.64,16.64,20.9,1.57,43.43,2.54,1.19,3.51,1.04,3.07,25.9,180.97,82.01,3.51,2.31,0.52,2.61,1.94,27.31,5.3
James Trafford,ENG,GK,1,0,0,0,2023-2024,Burnley,20,28,2520,28.0,0.0,0.0,0.0,58.25,37.0,55.68,2.57,0.0,0.0,58.25,0.07,0.07,3.57,0.0,0.0,36.04,165.0,77.0,0.0,0.0,0.0,0.04,0.0,33.29,0.0
Adama Traoré,ESP,"FW,MF",0,0,1,1,2023-2024,Fulham,27,1,377,4.2,0.36,0.17,0.53,46.19,0.95,6.67,12.14,28.1,5.71,46.19,4.05,2.14,12.6,1.43,8.4,31.9,292.14,160.95,6.9,3.1,3.1,3.1,2.14,36.67,11.43
Bénie Traoré,CIV,"FW,MF",0,0,1,1,2023-2024,Sheffield Utd,20,3,387,4.3,0.06,0.13,0.19,26.05,0.47,4.42,11.4,11.16,2.09,26.05,5.12,1.16,5.28,3.49,15.86,16.74,107.44,40.47,1.63,1.16,0.7,2.33,1.63,16.05,3.26
Bertrand Traoré,BFA,"DF,FW",0,1,0,1,2023-2024,Aston Villa,27,0,11,0.1,0.0,0.0,0.0,70.0,0.0,50.0,20.0,0.0,0.0,70.0,10.0,0.0,0.0,10.0,1000.0,40.0,540.0,0.0,0.0,0.0,0.0,10.0,10.0,40.0,0.0
Boubacar Traoré,MLI,MF,0,0,1,0,2023-2024,Wolves,21,7,819,9.1,0.03,0.04,0.07,61.1,1.87,14.07,38.02,9.78,0.33,61.1,1.65,1.1,7.33,0.44,2.93,31.1,155.71,62.31,0.99,1.54,0.11,1.43,1.87,39.89,1.65
Mark Travers,IRL,GK,1,0,0,0,2023-2024,Bournemouth,24,4,360,4.0,0.0,0.0,0.0,32.75,27.75,32.75,0.0,0.0,0.0,32.75,0.0,0.0,,0.0,,17.5,101.25,45.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
Mike Trésor,BEL,"FW,MF",0,0,1,1,2023-2024,Burnley,24,3,420,4.7,0.1,0.08,0.18,50.64,1.49,10.21,16.17,25.74,1.28,50.64,4.68,2.34,10.64,2.34,10.64,28.94,165.32,92.98,3.19,1.49,0.64,1.91,1.28,31.7,6.6
Kieran Trippier,ENG,DF,0,1,0,0,2023-2024,Newcastle Utd,32,26,2236,24.8,0.03,0.3,0.33,94.52,3.87,29.52,39.07,26.81,1.45,94.52,0.89,0.65,2.93,0.24,1.1,43.47,171.25,82.62,1.37,1.49,0.2,0.81,0.36,56.9,5.16
Leandro Trossard,BEL,"FW,MF",0,0,1,1,2023-2024,Arsenal,28,18,1649,18.3,0.43,0.15,0.58,49.84,0.82,5.74,17.38,27.43,6.61,49.84,2.57,1.37,2.91,0.87,1.86,32.3,199.51,94.64,3.61,2.35,1.48,2.57,2.13,35.52,8.47
Auston Trusty,USA,DF,0,1,0,0,2023-2024,Sheffield Utd,24,28,2572,28.6,0.01,0.04,0.05,44.13,8.08,24.83,15.8,3.67,0.94,44.13,0.42,0.21,1.75,0.17,1.46,17.83,70.0,27.83,0.35,0.24,0.07,0.59,0.14,20.35,0.52
Kostas Tsimikas,GRE,DF,0,1,0,0,2023-2024,Liverpool,27,8,679,7.5,0.01,0.14,0.15,76.4,2.27,15.87,31.33,30.0,2.27,76.4,2.0,0.53,3.56,1.33,8.89,41.33,225.2,114.8,3.2,2.67,0.4,1.2,0.53,45.07,9.73
Matt Turner,USA,GK,1,0,0,0,2023-2024,Nott'ham Forest,29,17,1530,17.0,0.0,0.0,0.0,36.24,28.76,35.94,0.35,0.0,0.0,36.24,0.0,0.0,,0.0,,18.76,116.71,80.71,0.0,0.0,0.0,0.06,0.0,13.53,0.0
Destiny Udogie,ITA,DF,0,1,0,0,2023-2024,Tottenham,20,28,2391,26.6,0.09,0.08,0.17,66.73,3.61,18.31,30.64,19.02,2.67,66.73,2.18,0.9,1.56,0.98,1.68,36.62,229.62,124.81,3.12,2.44,0.71,1.84,0.98,38.65,5.19
Lesley Ugochukwu,FRA,MF,0,0,1,0,2023-2024,Chelsea,19,3,301,3.3,0.0,0.03,0.03,64.85,4.24,20.0,36.36,9.39,0.61,64.85,1.82,0.91,15.15,0.3,5.06,38.79,187.88,108.48,2.42,0.61,0.61,0.91,0.91,49.09,0.91
Enes Ünal,TUR,"FW,MF",0,0,1,1,2023-2024,Bournemouth,26,2,328,3.6,0.8,0.28,1.07,40.83,2.5,3.89,16.67,20.56,7.78,40.83,3.06,0.56,5.06,2.22,20.19,24.44,90.83,33.33,1.11,0.56,0.28,4.17,2.78,30.56,7.78
Virgil van Dijk,NED,DF,0,1,0,0,2023-2024,Liverpool,32,36,3177,35.3,0.08,0.04,0.12,91.64,10.88,37.93,49.77,4.14,2.21,91.64,0.14,0.06,1.13,0.06,1.13,56.12,277.03,148.3,0.91,0.54,0.0,0.2,0.11,64.11,0.2
Raphaël Varane,FRA,DF,0,1,0,0,2023-2024,Manchester Utd,30,16,1375,15.3,0.08,0.0,0.09,61.76,11.63,30.65,28.37,2.88,0.72,61.76,0.13,0.07,3.27,0.07,3.27,35.88,231.44,141.24,1.05,0.72,0.0,0.39,0.13,37.19,0.13
Alejo Véliz,ARG,FW,0,0,0,1,2023-2024,Tottenham,19,0,50,0.6,0.45,0.0,0.45,30.0,0.0,1.67,10.0,18.33,6.67,30.0,3.33,1.67,83.33,1.67,83.33,13.33,31.67,15.0,0.0,0.0,0.0,3.33,3.33,16.67,5.0
Joël Veltman,NED,DF,0,1,0,0,2023-2024,Brighton,31,17,1588,17.6,0.02,0.03,0.05,62.67,5.4,21.48,29.37,12.1,0.97,62.67,0.62,0.06,0.52,0.28,2.59,34.15,143.86,61.14,1.36,0.97,0.0,1.19,0.4,37.33,3.07
Micky van de Ven,NED,DF,0,1,0,0,2023-2024,Tottenham,22,27,2339,26.0,0.02,0.0,0.02,77.81,9.38,37.15,37.54,3.92,0.58,77.81,1.04,0.58,2.14,0.35,1.28,54.69,252.35,117.62,0.73,0.62,0.08,0.58,0.46,57.65,0.35
Bart Verbruggen,NED,GK,1,0,0,0,2023-2024,Brighton,20,21,1890,21.0,0.0,0.0,0.0,43.14,37.1,42.71,0.43,0.0,0.0,43.14,0.05,0.05,4.76,0.0,0.0,32.0,120.0,60.9,0.0,0.0,0.0,0.0,0.0,27.62,0.0
Guglielmo Vicario,ITA,GK,1,0,0,0,2023-2024,Tottenham,26,38,3420,38.0,0.0,0.0,0.0,44.21,32.95,43.79,0.45,0.0,0.0,44.21,0.0,0.0,,0.0,,27.08,119.16,67.71,0.0,0.0,0.0,0.0,0.0,25.95,0.0
Fabio Vieira,POR,"MF,FW",0,0,1,1,2023-2024,Arsenal,23,2,297,3.3,0.38,0.49,0.87,55.76,0.61,4.24,23.03,29.39,6.06,55.45,2.73,0.61,6.73,1.82,20.21,33.64,170.0,90.3,3.64,0.91,1.82,2.12,1.52,42.73,9.09
Carlos Vinícius,BRA,FW,0,0,0,1,2023-2024,Fulham,28,2,315,3.5,0.46,0.23,0.69,29.14,0.29,3.14,14.0,12.86,4.29,29.14,2.29,0.57,7.14,1.71,21.43,18.86,92.0,26.0,0.86,1.14,0.57,3.14,2.0,22.86,3.71
